what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1541512399510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512399525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512401647
error,log,,,"No Byte Stream Services found for Nios II Console View",1541512404627
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1541512426067
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541512465607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512468243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512469710
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1541512470022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512470038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512475889
error,log,,,"No Byte Stream Services found for Nios II Console View",1541512479150
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1541512493960
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541512501763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512504524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512505819
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1541512506116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512506132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512507442
error,log,,,"No Byte Stream Services found for Nios II Console View",1541512510438
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1541512550884
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541512554488
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1541512562571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541512565970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512569837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541512571241
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1541512571553
